name,path,size_bytes,duration_seconds
AirConditioner_1.wav,noise_train\AirConditioner_1.wav,670106,20.939438
AirConditioner_10.wav,noise_train\AirConditioner_10.wav,2375010,74.217687
AirConditioner_2.wav,noise_train\AirConditioner_2.wav,1223564,38.235000
AirConditioner_3.wav,noise_train\AirConditioner_3.wav,982700,30.708000
AirConditioner_4.wav,noise_train\AirConditioner_4.wav,894806,27.961312
AirConditioner_5.wav,noise_train\AirConditioner_5.wav,947586,29.610688
AirConditioner_6.wav,noise_train\AirConditioner_6.wav,651404,20.355000
AirConditioner_7.wav,noise_train\AirConditioner_7.wav,4512044,141.000000
AirConditioner_8.wav,noise_train\AirConditioner_8.wav,1050804,32.836250
AirConditioner_9.wav,noise_train\AirConditioner_9.wav,3843898,120.120437
AirportAnnouncements_1.wav,noise_train\AirportAnnouncements_1.wav,1125820,35.180500
AirportAnnouncements_10.wav,noise_train\AirportAnnouncements_10.wav,1757618,54.924188
AirportAnnouncements_2.wav,noise_train\AirportAnnouncements_2.wav,5328100,166.501750
AirportAnnouncements_3.wav,noise_train\AirportAnnouncements_3.wav,1898650,59.331437
AirportAnnouncements_4.wav,noise_train\AirportAnnouncements_4.wav,2941886,91.932563
AirportAnnouncements_5.wav,noise_train\AirportAnnouncements_5.wav,4587062,143.344313
AirportAnnouncements_6.wav,noise_train\AirportAnnouncements_6.wav,776384,24.260625
AirportAnnouncements_7.wav,noise_train\AirportAnnouncements_7.wav,1530764,47.835000
AirportAnnouncements_8.wav,noise_train\AirportAnnouncements_8.wav,1102614,34.455312
AirportAnnouncements_9.wav,noise_train\AirportAnnouncements_9.wav,2109132,65.909000
AirportAnnouncement_11.wav,noise_train\AirportAnnouncement_11.wav,1102614,34.455312
Babble_1.wav,noise_train\Babble_1.wav,2599512,81.233375
Babble_10.wav,noise_train\Babble_10.wav,1111618,34.736688
Babble_11.wav,noise_train\Babble_11.wav,3904044,122.000000
Babble_12.wav,noise_train\Babble_12.wav,738508,23.077000
Babble_2.wav,noise_train\Babble_2.wav,3873934,121.059062
Babble_3.wav,noise_train\Babble_3.wav,1761788,55.054500
Babble_4.wav,noise_train\Babble_4.wav,2205506,68.920687
Babble_5.wav,noise_train\Babble_5.wav,1920044,60.000000
Babble_6.wav,noise_train\Babble_6.wav,1219824,38.118125
Babble_7.wav,noise_train\Babble_7.wav,1559974,48.747813
Babble_8.wav,noise_train\Babble_8.wav,6002776,187.585375
Babble_9.wav,noise_train\Babble_9.wav,979372,30.604000
Bus_1.wav,noise_train\Bus_1.wav,9600172,300.004000
CafeTeria_1.wav,noise_train\CafeTeria_1.wav,9600172,300.004000
Cafe_1.wav,noise_train\Cafe_1.wav,9600172,300.004000
Car_1.wav,noise_train\Car_1.wav,9600172,300.004000
CopyMachine_1.wav,noise_train\CopyMachine_1.wav,1000200,31.254875
CopyMachine_10.wav,noise_train\CopyMachine_10.wav,9125888,285.182625
CopyMachine_2.wav,noise_train\CopyMachine_2.wav,779316,24.352250
CopyMachine_3.wav,noise_train\CopyMachine_3.wav,662876,20.713500
CopyMachine_4.wav,noise_train\CopyMachine_4.wav,867348,27.103250
CopyMachine_5.wav,noise_train\CopyMachine_5.wav,698576,21.829125
CopyMachine_6.wav,noise_train\CopyMachine_6.wav,1007828,31.493250
CopyMachine_7.wav,noise_train\CopyMachine_7.wav,1471034,45.968438
CopyMachine_8.wav,noise_train\CopyMachine_8.wav,9125888,285.182625
Field_1.wav,noise_train\Field_1.wav,9600172,300.004000
Hallway_1.wav,noise_train\Hallway_1.wav,9600172,300.004000
Kitchen_1.wav,noise_train\Kitchen_1.wav,9600172,300.004000
LivingRoom_1.wav,noise_train\LivingRoom_1.wav,9600172,300.004000
Metro_1.wav,noise_train\Metro_1.wav,9600172,300.004000
Munching_1.wav,noise_train\Munching_1.wav,1080852,33.775250
Munching_10.wav,noise_train\Munching_10.wav,924580,28.891750
Munching_2.wav,noise_train\Munching_2.wav,903080,28.219875
Munching_3.wav,noise_train\Munching_3.wav,1761534,55.046563
Munching_4.wav,noise_train\Munching_4.wav,640580,20.016750
Munching_6.wav,noise_train\Munching_6.wav,925924,28.933750
Munching_7.wav,noise_train\Munching_7.wav,1280044,40.000000
Munching_8.wav,noise_train\Munching_8.wav,1186180,37.066750
Munching_9.wav,noise_train\Munching_9.wav,1794314,56.070937
NeighborSpeaking_1.wav,noise_train\NeighborSpeaking_1.wav,960476,30.013500
NeighborSpeaking_10.wav,noise_train\NeighborSpeaking_10.wav,5615722,175.489937
NeighborSpeaking_11.wav,noise_train\NeighborSpeaking_11.wav,900110,28.127063
NeighborSpeaking_12.wav,noise_train\NeighborSpeaking_12.wav,2794024,87.311875
NeighborSpeaking_13.wav,noise_train\NeighborSpeaking_13.wav,381932,11.934000
NeighborSpeaking_14.wav,noise_train\NeighborSpeaking_14.wav,526218,16.442937
NeighborSpeaking_2.wav,noise_train\NeighborSpeaking_2.wav,706052,22.062750
NeighborSpeaking_3.wav,noise_train\NeighborSpeaking_3.wav,3745620,117.049250
NeighborSpeaking_4.wav,noise_train\NeighborSpeaking_4.wav,760012,23.749000
NeighborSpeaking_5.wav,noise_train\NeighborSpeaking_5.wav,1991312,62.227125
NeighborSpeaking_6.wav,noise_train\NeighborSpeaking_6.wav,4887338,152.727937
NeighborSpeaking_7.wav,noise_train\NeighborSpeaking_7.wav,2182736,68.209125
NeighborSpeaking_8.wav,noise_train\NeighborSpeaking_8.wav,1097284,34.288750
NeighborSpeaking_9.wav,noise_train\NeighborSpeaking_9.wav,9157008,286.155125
Office_1.wav,noise_train\Office_1.wav,9600172,300.004000
Park_1.wav,noise_train\Park_1.wav,9600172,300.004000
Restaurant_1.wav,noise_train\Restaurant_1.wav,9600172,300.004000
ShuttingDoor_1.wav,noise_train\ShuttingDoor_1.wav,803724,25.115000
ShuttingDoor_10.wav,noise_train\ShuttingDoor_10.wav,1076908,33.652000
ShuttingDoor_2.wav,noise_train\ShuttingDoor_2.wav,964780,30.148000
ShuttingDoor_3.wav,noise_train\ShuttingDoor_3.wav,708972,22.154000
ShuttingDoor_4.wav,noise_train\ShuttingDoor_4.wav,1181580,36.923000
ShuttingDoor_5.wav,noise_train\ShuttingDoor_5.wav,703372,21.979000
ShuttingDoor_6.wav,noise_train\ShuttingDoor_6.wav,944780,29.523000
ShuttingDoor_7.wav,noise_train\ShuttingDoor_7.wav,1228844,38.400000
ShuttingDoor_8.wav,noise_train\ShuttingDoor_8.wav,997932,31.184000
ShuttingDoor_9.wav,noise_train\ShuttingDoor_9.wav,683308,21.352000
Square_1.wav,noise_train\Square_1.wav,9600172,300.004000
SqueakyChair_1.wav,noise_train\SqueakyChair_1.wav,1008364,31.510000
SqueakyChair_10.wav,noise_train\SqueakyChair_10.wav,770996,24.092250
SqueakyChair_11.wav,noise_train\SqueakyChair_11.wav,1100460,34.388000
SqueakyChair_2.wav,noise_train\SqueakyChair_2.wav,1063980,33.248000
SqueakyChair_3.wav,noise_train\SqueakyChair_3.wav,1223564,38.235000
SqueakyChair_4.wav,noise_train\SqueakyChair_4.wav,1081086,33.782562
SqueakyChair_5.wav,noise_train\SqueakyChair_5.wav,701036,21.906000
SqueakyChair_6.wav,noise_train\SqueakyChair_6.wav,962878,30.088562
SqueakyChair_7.wav,noise_train\SqueakyChair_7.wav,757046,23.656312
SqueakyChair_8.wav,noise_train\SqueakyChair_8.wav,1097636,34.299750
SqueakyChair_9.wav,noise_train\SqueakyChair_9.wav,851820,26.618000
Station_1.wav,noise_train\Station_1.wav,9600172,300.004000
Traffic_1.wav,noise_train\Traffic_1.wav,9600172,300.004000
Typing_1.wav,noise_train\Typing_1.wav,1207512,37.733375
Typing_10.wav,noise_train\Typing_10.wav,1197092,37.407750
Typing_2.wav,noise_train\Typing_2.wav,1209036,37.781000
Typing_3.wav,noise_train\Typing_3.wav,1377344,43.040625
Typing_4.wav,noise_train\Typing_4.wav,871400,27.229875
Typing_5.wav,noise_train\Typing_5.wav,1080108,33.752000
Typing_6.wav,noise_train\Typing_6.wav,710854,22.212812
Typing_7.wav,noise_train\Typing_7.wav,1519434,47.480938
Typing_8.wav,noise_train\Typing_8.wav,5708610,178.392687
Typing_9.wav,noise_train\Typing_9.wav,1338332,41.821500
VacuumCleaner_1.wav,noise_train\VacuumCleaner_1.wav,1246888,38.963875
VacuumCleaner_2.wav,noise_train\VacuumCleaner_2.wav,1506880,47.088625
VacuumCleaner_3.wav,noise_train\VacuumCleaner_3.wav,1219268,38.100750
VacuumCleaner_4.wav,noise_train\VacuumCleaner_4.wav,667608,20.861375
VacuumCleaner_5.wav,noise_train\VacuumCleaner_5.wav,1326720,41.458625
VacuumCleaner_6.wav,noise_train\VacuumCleaner_6.wav,891600,27.861125
VacuumCleaner_7.wav,noise_train\VacuumCleaner_7.wav,1509164,47.160000
VacuumCleaner_8.wav,noise_train\VacuumCleaner_8.wav,4242136,132.565375
VacuumCleaner_9.wav,noise_train\VacuumCleaner_9.wav,1863338,58.227938
WasherDryer_1.wav,noise_train\WasherDryer_1.wav,920164,28.753750
WasherDryer_2.wav,noise_train\WasherDryer_2.wav,8573442,267.918687
WasherDryer_3.wav,noise_train\WasherDryer_3.wav,4569584,142.798125
WasherDryer_4.wav,noise_train\WasherDryer_4.wav,14706858,459.587938
WasherDryer_5.wav,noise_train\WasherDryer_5.wav,707088,22.095125
WasherDryer_6.wav,noise_train\WasherDryer_6.wav,3011564,94.110000
WasherDryer_7.wav,noise_train\WasherDryer_7.wav,2144044,67.000000
Washing_1.wav,noise_train\Washing_1.wav,9600172,300.004000
AirConditioner_1.wav,noise_test\AirConditioner_1.wav,750400,23.448625
AirConditioner_10.wav,noise_test\AirConditioner_10.wav,878064,27.438125
AirConditioner_2.wav,noise_test\AirConditioner_2.wav,723800,22.617375
AirConditioner_3.wav,noise_test\AirConditioner_3.wav,1049648,32.800125
AirConditioner_4.wav,noise_test\AirConditioner_4.wav,1128214,35.255313
AirConditioner_5.wav,noise_test\AirConditioner_5.wav,962536,30.077875
AirConditioner_6.wav,noise_test\AirConditioner_6.wav,766056,23.937875
AirConditioner_7.wav,noise_test\AirConditioner_7.wav,742944,23.215625
AirConditioner_8.wav,noise_test\AirConditioner_8.wav,1727228,53.974500
AirConditioner_9.wav,noise_test\AirConditioner_9.wav,1345890,42.057688
AirportAnnouncements_1.wav,noise_test\AirportAnnouncements_1.wav,2248200,70.254875
AirportAnnouncements_2.wav,noise_test\AirportAnnouncements_2.wav,1553046,48.531312
AirportAnnouncements_3.wav,noise_test\AirportAnnouncements_3.wav,1201864,37.556875
AirportAnnouncements_4.wav,noise_test\AirportAnnouncements_4.wav,2282108,71.314500
Babble_1.wav,noise_test\Babble_1.wav,1953370,61.041438
Babble_2.wav,noise_test\Babble_2.wav,981122,30.658687
Babble_3.wav,noise_test\Babble_3.wav,1696218,53.005437
Babble_4.wav,noise_test\Babble_4.wav,3700102,115.626812
Babble_5.wav,noise_test\Babble_5.wav,1259672,39.363375
Babble_6.wav,noise_test\Babble_6.wav,686764,21.460000
Babble_7.wav,noise_test\Babble_7.wav,726808,22.711375
Babble_8.wav,noise_test\Babble_8.wav,708914,22.152188
CopyMachine_1.wav,noise_test\CopyMachine_1.wav,1592644,49.768750
CopyMachine_2.wav,noise_test\CopyMachine_2.wav,1837300,57.414250
Munching_1.wav,noise_test\Munching_1.wav,768088,24.001375
Munching_2.wav,noise_test\Munching_2.wav,1017770,31.803937
Munching_3.wav,noise_test\Munching_3.wav,3224044,100.750000
Munching_4.wav,noise_test\Munching_4.wav,796778,24.897938
Munching_5.wav,noise_test\Munching_5.wav,2087840,65.243625
Munching_6.wav,noise_test\Munching_6.wav,682180,21.316750
Munching_7.wav,noise_test\Munching_7.wav,1142016,35.686625
Munching_8.wav,noise_test\Munching_8.wav,1201200,37.536125
Neighbor_1.wav,noise_test\Neighbor_1.wav,1925196,60.161000
Neighbor_2.wav,noise_test\Neighbor_2.wav,1559900,48.745500
Neighbor_3.wav,noise_test\Neighbor_3.wav,1860044,58.125000
Neighbor_4.wav,noise_test\Neighbor_4.wav,734536,22.952875
Neighbor_5.wav,noise_test\Neighbor_5.wav,1161270,36.288313
Neighbor_6.wav,noise_test\Neighbor_6.wav,1205664,37.675625
Neighbor_7.wav,noise_test\Neighbor_7.wav,1925196,60.161000
Neighbor_9.wav,noise_test\Neighbor_9.wav,797366,24.916313
ShuttingDoor_1.wav,noise_test\ShuttingDoor_1.wav,741836,23.181000
ShuttingDoor_2.wav,noise_test\ShuttingDoor_2.wav,708572,22.141500
ShuttingDoor_3.wav,noise_test\ShuttingDoor_3.wav,778508,24.327000
ShuttingDoor_4.wav,noise_test\ShuttingDoor_4.wav,1044076,32.626000
ShuttingDoor_5.wav,noise_test\ShuttingDoor_5.wav,1093164,34.160000
ShuttingDoor_6.wav,noise_test\ShuttingDoor_6.wav,699020,21.843000
ShuttingDoor_7.wav,noise_test\ShuttingDoor_7.wav,913196,28.536000
ShuttingDoor_8.wav,noise_test\ShuttingDoor_8.wav,704044,22.000000
Typing_1.wav,noise_test\Typing_1.wav,6792768,212.272625
Typing_2.wav,noise_test\Typing_2.wav,6725000,210.154875
VacuumCleaner_1.wav,noise_test\VacuumCleaner_1.wav,1109382,34.666812
BadBackground.wav,hitapps\Training_Files\BadBackground.wav,173224,5.411875
BadSpeaker.wav,hitapps\Training_Files\BadSpeaker.wav,158586,4.954438
Excellent.wav,hitapps\Training_Files\Excellent.wav,147794,4.617188
NotDistorted.wav,hitapps\Training_Files\NotDistorted.wav,167430,5.230812
NotNoticeable.wav,hitapps\Training_Files\NotNoticeable.wav,112448,3.512625
SlightlyNoticible.wav,hitapps\Training_Files\SlightlyNoticible.wav,148956,4.653500
VeryDistorted.wav,hitapps\Training_Files\VeryDistorted.wav,145308,4.539500
VeryIntrusive.wav,hitapps\Training_Files\VeryIntrusive.wav,217058,6.781688
tripletid_1_noisy1.wav,hitapps\Test_Triplets\tripletid_1_noisy1.wav,150316,4.696000
tripletid_1_noisy2.wav,hitapps\Test_Triplets\tripletid_1_noisy2.wav,241004,7.530000
tripletid_1_noisy3.wav,hitapps\Test_Triplets\tripletid_1_noisy3.wav,198124,6.190000
tripletid_2_noisy1.wav,hitapps\Test_Triplets\tripletid_2_noisy1.wav,141484,4.420000
tripletid_2_noisy2.wav,hitapps\Test_Triplets\tripletid_2_noisy2.wav,202924,6.340000
tripletid_2_noisy3.wav,hitapps\Test_Triplets\tripletid_2_noisy3.wav,164524,5.140000
tripletid_3_noisy1.wav,hitapps\Test_Triplets\tripletid_3_noisy1.wav,155884,4.870000
tripletid_3_noisy2.wav,hitapps\Test_Triplets\tripletid_3_noisy2.wav,108844,3.400000
tripletid_3_noisy3.wav,hitapps\Test_Triplets\tripletid_3_noisy3.wav,144684,4.520000
tripletid_4_noisy1.wav,hitapps\Test_Triplets\tripletid_4_noisy1.wav,252524,7.890000
tripletid_4_noisy2.wav,hitapps\Test_Triplets\tripletid_4_noisy2.wav,125484,3.920000
tripletid_4_noisy3.wav,hitapps\Test_Triplets\tripletid_4_noisy3.wav,116844,3.650000
p234_001.wav,clean_train\p234_001.wav,92524,2.890000
p234_002.wav,clean_train\p234_002.wav,116844,3.650000
p234_003.wav,clean_train\p234_003.wav,202604,6.330000
p234_004.wav,clean_train\p234_004.wav,155774,4.866562
p234_005.wav,clean_train\p234_005.wav,170924,5.340000
p234_006.wav,clean_train\p234_006.wav,156844,4.900000
p234_007.wav,clean_train\p234_007.wav,137324,4.290000
p234_008.wav,clean_train\p234_008.wav,201324,6.290000
p234_009.wav,clean_train\p234_009.wav,129004,4.030000
p234_010.wav,clean_train\p234_010.wav,98284,3.070000
p234_012.wav,clean_train\p234_012.wav,129310,4.039562
p234_013.wav,clean_train\p234_013.wav,136364,4.260000
p234_014.wav,clean_train\p234_014.wav,140524,4.390000
p234_015.wav,clean_train\p234_015.wav,177644,5.550000
p234_016.wav,clean_train\p234_016.wav,186604,5.830000
p234_017.wav,clean_train\p234_017.wav,113324,3.540000
p234_018.wav,clean_train\p234_018.wav,166444,5.200000
p234_019.wav,clean_train\p234_019.wav,208044,6.500000
p234_020.wav,clean_train\p234_020.wav,128044,4.000000
p234_021.wav,clean_train\p234_021.wav,248684,7.770000
p234_022.wav,clean_train\p234_022.wav,188524,5.890000
p234_023.wav,clean_train\p234_023.wav,289324,9.040000
p234_024.wav,clean_train\p234_024.wav,191404,5.980000
p234_025.wav,clean_train\p234_025.wav,77806,2.430063
p234_026.wav,clean_train\p234_026.wav,70624,2.205625
p234_027.wav,clean_train\p234_027.wav,115700,3.614250
p234_028.wav,clean_train\p234_028.wav,109860,3.431750
p234_029.wav,clean_train\p234_029.wav,109484,3.420000
p234_030.wav,clean_train\p234_030.wav,124524,3.890000
p234_031.wav,clean_train\p234_031.wav,75192,2.348375
p234_032.wav,clean_train\p234_032.wav,103746,3.240687
p234_033.wav,clean_train\p234_033.wav,73062,2.281813
p234_034.wav,clean_train\p234_034.wav,137004,4.280000
p234_035.wav,clean_train\p234_035.wav,72684,2.270000
p234_036.wav,clean_train\p234_036.wav,81004,2.530000
p234_037.wav,clean_train\p234_037.wav,103404,3.230000
p234_038.wav,clean_train\p234_038.wav,72066,2.250688
p234_039.wav,clean_train\p234_039.wav,140204,4.380000
p234_040.wav,clean_train\p234_040.wav,79404,2.480000
p234_041.wav,clean_train\p234_041.wav,85864,2.681875
p234_042.wav,clean_train\p234_042.wav,69808,2.180125
p234_043.wav,clean_train\p234_043.wav,76886,2.401312
p234_044.wav,clean_train\p234_044.wav,93338,2.915437
p234_045.wav,clean_train\p234_045.wav,82504,2.576875
p234_046.wav,clean_train\p234_046.wav,87550,2.734563
p234_047.wav,clean_train\p234_047.wav,107966,3.372562
p234_048.wav,clean_train\p234_048.wav,89324,2.790000
p234_049.wav,clean_train\p234_049.wav,92648,2.893875
p234_050.wav,clean_train\p234_050.wav,86764,2.710000
p234_051.wav,clean_train\p234_051.wav,117804,3.680000
p234_052.wav,clean_train\p234_052.wav,93804,2.930000
p234_053.wav,clean_train\p234_053.wav,100524,3.140000
p234_054.wav,clean_train\p234_054.wav,70730,2.208938
p234_055.wav,clean_train\p234_055.wav,113964,3.560000
p234_056.wav,clean_train\p234_056.wav,97644,3.050000
p234_057.wav,clean_train\p234_057.wav,106284,3.320000
p234_058.wav,clean_train\p234_058.wav,97644,3.050000
p234_059.wav,clean_train\p234_059.wav,77968,2.435125
p234_060.wav,clean_train\p234_060.wav,95404,2.980000
p234_061.wav,clean_train\p234_061.wav,76844,2.400000
p234_062.wav,clean_train\p234_062.wav,65766,2.053812
p234_063.wav,clean_train\p234_063.wav,62130,1.940187
p234_064.wav,clean_train\p234_064.wav,69408,2.167625
p234_065.wav,clean_train\p234_065.wav,78044,2.437500
p234_066.wav,clean_train\p234_066.wav,62746,1.959437
p234_067.wav,clean_train\p234_067.wav,120528,3.765125
p234_068.wav,clean_train\p234_068.wav,138140,4.315500
p234_069.wav,clean_train\p234_069.wav,109386,3.416937
p234_070.wav,clean_train\p234_070.wav,75230,2.349563
p234_071.wav,clean_train\p234_071.wav,77020,2.405500
p234_072.wav,clean_train\p234_072.wav,92942,2.903062
p234_073.wav,clean_train\p234_073.wav,67318,2.102313
p234_074.wav,clean_train\p234_074.wav,76644,2.393750
p234_075.wav,clean_train\p234_075.wav,136062,4.250563
p234_076.wav,clean_train\p234_076.wav,63822,1.993062
p234_077.wav,clean_train\p234_077.wav,125444,3.918750
p234_079.wav,clean_train\p234_079.wav,111992,3.498375
p234_080.wav,clean_train\p234_080.wav,83244,2.600000
p234_081.wav,clean_train\p234_081.wav,113324,3.540000
p234_082.wav,clean_train\p234_082.wav,108674,3.394687
p234_083.wav,clean_train\p234_083.wav,97964,3.060000
p234_084.wav,clean_train\p234_084.wav,77484,2.420000
